Library,Location,State,Homepage,Catalog,Current Automation System Name,Current Automation System Year,Previous Automation System Name,Previous Automation System Year,Previous Automation System_1 Name,Previous Automation System_1 Year,Previous Automation System_2 Name,Previous Automation System_2 Year,Discovery Interface Name,Discovery Interface Year,Item ID Type Name,Item ID Type Year,Previous Discovery Interface Name,Previous Discovery Interface Year,Digital Asset Magement Name,Digital Asset Magement Year,Self-Check Name,Self-Check Year,OpenURL Link resolver Name,OpenURL Link resolver Year,Federated search product Name,Federated search product Year,Electronic Resource Magement Name,Electronic Resource Magement Year,Previous Automation System_3 Name,Previous Automation System_3 Year,Automated Materials Handling Name,Automated Materials Handling Year,Web Content Magement Name,Web Content Magement Year,RFID Provider Name,RFID Provider Year,Discovery Service (w/index) Name,Discovery Service (w/index) Year,RFID Tag Vendor Name,RFID Tag Vendor Year,Catalog Enhancement Name,Catalog Enhancement Year,RFID Tag Type Name,RFID Tag Type Year,Institutiol Repository Name,Institutiol Repository Year,Research Services Tool Name,Research Services Tool Year,Previous Discovery Index Name,Previous Discovery Index Year,Archives Magement Name,Archives Magement Year,Previous Link resolver Name,Previous Link resolver Year,number_of_total_trackers_homepage,behaviour_event_listeners_homepage,canvas_fingerprinters_homepage,canvas_font_fingerprinters_homepage,cookies_homepage,fb_pixel_events_homepage,key_logging_homepage,session_recorders_homepage,third_party_trackers_homepage,google_homepage,google_analytics_homepage,facebook_homepage,number_of_total_trackers_catalog,behaviour_event_listeners_catalog,canvas_fingerprinters_catalog,canvas_font_fingerprinters_catalog,cookies_catalog,fb_pixel_events_catalog,key_logging_catalog,session_recorders_catalog,third_party_trackers_catalog,google_catalog,google_analytics_catalog,facebook_catalog
Lake County Library,"Lake County, CA",California,https://www.lakecountyca.gov/597/Library,http://ipac.sonoma.lib.ca.us/ipac20/ipac.jsp?profile=laco,Horizon,2002.0,Dynix,1990.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,15.0,2.0,0.0,19.0,0.0,0.0,0.0,32.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larkspur Public Library,"Larkspur, CA",California,https://www.ci.larkspur.ca.us/296/Larkspur-Library,http://marinet.lib.ca.us/,Sierra,2011.0,Millennium,2000.0,PLUS,1993.0,CLSI,1974.0,BiblioCore,2016.0,,,Encore,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,11.0,0.0,0.0,25.0,0.0,0.0,0.0,38.0,30.0,18.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln Public Library at Twelve Bridges,"Lincoln, CA",California,https://www.lincolnca.gov/en/parks-recreation-and-activities/library.aspx,https://lincolnca.polarislibrary.com/,Polaris,2020.0,Voyager,2007.0,Circulation Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,16.0,12.0,0.0,8.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Livermore Public Library,"Livermore, CA",California,https://library.livermoreca.gov/home-library,http://www.livermore.lib.ca.us/search/,Sierra,2014.0,Millennium,2001.0,INLEX/3000,1990.0,,,BiblioCore,2020.0,,,,,,,CircIT 2010,,,,,,,,,,EnvisionWare Modular Sorter,,,,,,,,,,,,,,,,,,,,,,,,37.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,25.0,24.0,20.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lodi Public Library,"Lodi, CA",California,https://www.lodi.gov/214/Lodi-Public-Library,http://catalog.stockton.lib.ca.us:7880/uhtbin/cgisirsi/x/0/0/57/49/?user_id=lodiweb&password=,Library.Solution,2019.0,Symphony,2003.0,PLUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,10.0,0.0,0.0,19.0,0.0,0.0,0.0,37.0,25.0,13.0,0.0,,,,,,,,,,,,
Lompoc Public Library,"Lompoc, CA",California,https://www.cityoflompoc.com/government/departments/library,http://www.blackgold.org/,Koha -- ByWater Solutions,2022.0,Polaris,2008.0,Carl.X,2006.0,Millennium,2000.0,Aspen Discovery -- ByWater Solutions,2021.0,,,AquaBrowser Library,,,,,,,,,,,,Dynix,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,39.0,8.0,2.0,0.0,8.0,0.0,0.0,0.0,21.0,15.0,15.0,0.0,20.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0
Long Beach Public Library,"Long Beach, CA",California,https://www.longbeach.gov/library,http://encore.lbpl.org/,Sierra,2011.0,Millennium,2008.0,Dynix,1997.0,NOTIS,1985.0,,,RFID,,,,CONTENTdm,,Express Lane,,,,MetaFind,,Electronic Resource Magement,,,,Tech Logic -- Automated Sorting Technologies,,,,Bibliotheca-ITG,,,,TAGSYS,,Encore,,HF,,CONTENTdm,,,,,,,,,,71.0,18.0,2.0,0.0,7.0,0.0,0.0,0.0,44.0,16.0,8.0,0.0,39.0,4.0,0.0,0.0,16.0,0.0,0.0,0.0,19.0,15.0,9.0,0.0
Loomis Library and Community Learning Center,"Loomis, CA",California,https://loomislibrary.org/,https://loomis.biblionix.com/catalog/,Apollo,2016.0,Symphony,2003.0,DRA,1995.0,INLEX/3000,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,4.0,4.0,0.0,7.0,0.0,0.0,0.0,52.0,48.0,32.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
County of Los Angeles Public Library,"Los Angeles County, CA",California,https://lacountylibrary.org/,https://catalog.lacountylibrary.org/client/en_US/default,Symphony,2006.0,DRA,1988.0,,,,,Enterprise,,Barcode,,,,,,,,Sirsi Resolver,,Sirsi SingleSearch,,360 Resource Mager,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,33.0,5.0,0.0,14.0,0.0,0.0,0.0,36.0,32.0,20.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
Los Angeles Public Library,"Los Angeles, CA",California,https://www.lapl.org/,http://www.lapl.org/catalog/,Carl.X,2009.0,Carl,1993.0,None,,,,LS2 PAC,2012.0,,,,,,,3M SelfCheck System V-Series,,,,,,,,,,Tech Logic -- Automated Sorting Technologies,,Drupal,,Tech Logic,,,,,,,,,,,,,,,,,,,,121.0,14.0,2.0,0.0,22.0,4.0,0.0,2.0,81.0,30.0,14.0,16.0,118.0,8.0,0.0,0.0,20.0,4.0,0.0,2.0,88.0,30.0,14.0,16.0
Los Gatos Public Library,"Los Gatos, CA",California,https://www.losgatosca.gov/2828/Los-Gatos-Public-Library,http://catalog.losgatosca.gov/,Koha -- ByWater Solutions,2010.0,Horizon,1999.0,Dynix,1993.0,,,,,RFID,,,,,,3M SelfCheck System Model 8420,,,,,,,,,,3M Sortation Model 2800,,,,3M Library Services,,,,,,LibraryThing for Libraries,,,,,,,,,,,,,,61.0,12.0,0.0,0.0,17.0,0.0,0.0,0.0,32.0,28.0,16.0,0.0,43.0,7.0,1.0,0.0,9.0,0.0,0.0,0.0,26.0,8.0,8.0,0.0
Madera County Library,"Madera County, CA",California,https://www.maderacounty.com/government/madera-county-library,http://hip1.sjvls.org/ipac20/ipac.jsp?profile=mahq,Horizon,2003.0,Dynix,1990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,45.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marin County Free Library,"Marin County, CA",California,https://marinlibrary.org/,http://marinet.lib.ca.us/,Sierra,2011.0,Millennium,2000.0,PLUS,1993.0,CLSI,1974.0,BiblioCore,2016.0,,,Encore,2011.0,CONTENTdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,19.0,6.0,0.0,22.0,0.0,0.0,0.0,47.0,37.0,25.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariposa County Library,"Mariposa County, CA",California,https://mariposalibrary.org/index.html,http://hip1.sjvls.org/ipac20/ipac.jsp?profile=mzhq,,,Horizon,2003.0,Dynix,1999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,9.0,2.0,0.0,6.0,0.0,0.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mendocino County Library,"Mendocino County, CA",California,https://www.mendolibrary.org/home,https://son.ent.sirsi.net/client/en_US/mendocino/?dt=list,Horizon,2002.0,Dynix,1990.0,None,,,,Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,13.0,12.0,12.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
Menlo Park Library,"Menlo Park, CA",California,https://menlopark.gov/Government/Departments/Library-and-Community-Services/Library,http://catalog.plsinfo.org/,Sierra,2013.0,Dynix,1994.0,GLIS,1983.0,,,BiblioCore,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,16.0,6.0,2.0,11.0,0.0,0.0,0.0,85.0,12.0,8.0,0.0,24.0,9.0,1.0,0.0,8.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0
Merced County Library,"Merced County, CA",California,https://www.countyofmerced.com/3876/Library,http://hip1.sjvls.org/ipac20/ipac.jsp?profile=mchq#focus,Horizon,2003.0,Symphony,1998.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,11.0,0.0,0.0,23.0,0.0,0.0,0.0,40.0,27.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mill Valley Public Library,"Mill Valley, CA",California,https://www.millvalleylibrary.org/,http://marinet.lib.ca.us/,Sierra,2011.0,Millennium,2000.0,PLUS,1993.0,CLSI,1974.0,BiblioCore,2016.0,,,Encore,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,12.0,0.0,0.0,19.0,0.0,0.0,0.0,33.0,29.0,17.0,0.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mission Viejo Library,"Mission Viejo, CA",California,https://cityofmissionviejo.org/departments/library,http://catalog.cmvl.org/client/en_US/default/,Symphony,2012.0,Horizon,2004.0,Dynix,1997.0,,,,,Barcode,,,,Portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,55.0,43.0,27.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
Modoc County Library,"Modoc County, CA",California,https://modoccountylibrary.org/,http://modoc.bywatersolutions.com/,Koha -- ByWater Solutions,2014.0,Library.Solution,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mono County Public Libraries,"Mono County, CA",California,https://www.monocolibraries.org/,http://163.150.246.11/uhtbin/cgisirsi/x/0/49,Koha -- ByWater Solutions,2013.0,Symphony,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monrovia Public Library,"Monrovia, CA",California,https://www.cityofmonrovia.org/your-government/library,https://monrovia.biblionix.com/catalog/,Apollo,2016.0,Horizon,2004.0,Dynix,1990.0,,,,,Barcode,,,,,,3M SelfCheck System Model 7420,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,37.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,27.0,19.0,15.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterey County Free Libraries,"Monterey County, CA",California,https://www.co.monterey.ca.us/government/departments-i-z/library,https://catalog.emcfl.org,Koha -- ByWater Solutions,2022.0,Polaris,2010.0,Dynix,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspen Discovery,2022.0,,,,,,,,,,,,,,,,,34.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,16.0,8.0,8.0,0.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterey Park Bruggemeyer Library,"Monterey Park, CA",California,https://www.montereypark.ca.gov/238/Library,http://library.montereypark.ca.gov/,Apollo,2020.0,Millennium,2006.0,Innopac,1995.0,Locally developed,1984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterey Public Library,"Monterey, CA",California,https://monterey.org/services/library/index.php,http://www.montereylibrary.org/,Koha -- ByWater Solutions,2014.0,Millennium,2001.0,Innopac,1994.0,PLUS,1979.0,,,RFID,,EBSCO Discovery Service,2015.0,,,Bibliotheca hybrid selfCheck 1000D,,,,,,,,,,,,,,FE Technologies,,,,FE Technologies,,,,,,,,,,,,,,,,61.0,15.0,2.0,0.0,12.0,0.0,0.0,0.0,32.0,24.0,18.0,0.0,32.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,21.0,21.0,13.0,0.0
Moorpark City Library,"Moorpark, CA",California,https://moorparkca.gov/355/Library,http://moorpark.ipac.dynixasp.com/ipac20/ipac.jsp?profile=mrp,Polaris,2014.0,Horizon,2004.0,Dynix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,17.0,0.0,0.0,23.0,2.0,0.0,0.0,38.0,24.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moreno Valley Public Library,"Moreno Valley, CA",California,https://www.moval.org/mv-library/,http://www.riverside.lib.ca.us/web2/tramp2.exe/log_in/?setting_key=CLD,Polaris,2012.0,Symphony,2004.0,DRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mountain View Public Library,"Mountain View, CA",California,https://www.mountainview.gov/depts/library/default.asp,https://encore.mountainview.gov,Sierra,2013.0,Millennium,1997.0,VTLS,1983.0,None,,Aspen Discovery -- ByWater Solutions,2023.0,,,Encore,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,10.0,6.0,6.0,0.0
Murrieta Public Library,"Murrieta, CA",California,https://www.murrietaca.gov/261/Library,http://inland.librarycatalog.info/polaris/Search/default.aspx?ctx=17.1033.0.0.8,Polaris,2012.0,Symphony,2004.0,DRA,1999.0,,,,,RFID,,,,,,3M SelfCheck System V-Series,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,10.0,0.0,0.0,19.0,0.0,0.0,0.0,63.0,58.0,33.0,0.0,19.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0
Museum of Ventura County - Research Library,Museum of Ventura County,California,https://venturamuseum.org/research-library-about/,http://catalog.vencolibrary.org/ipac20/ipac.jsp?session=1309237GB4710.124230&profile=dial&lang=eng&logout=true&startover=true,EOS.Web,2015.0,Library.Solution,2006.0,Horizon,2004.0,Dynix,1989.0,,,,,,,,,,,,,,,,,DataPhase,1982.0,,,,,,,,,,,,,,,,,,,,,,,,,232.0,7.0,4.0,0.0,125.0,0.0,0.0,0.0,96.0,20.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pa Main Library,"pa County, CA",California,https://www.countyofpa.org/Library/,http://pa.polarislibrary.com/polaris/,Polaris,2015.0,Carl.X,2011.0,Carl,1991.0,,,LS2 PAC,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiol City Public Library,"tiol City, CA",California,https://www.tiolcityca.gov/government/library,http://ncpl.ipac.sirsidynix.net/ipac20/ipac.jsp?session=14W4448836D5B.718&profile=ncpl--1&menu=search&ts=1454448836972#focus,Horizon,2004.0,Dynix,1994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nevada County Community Library,"Nevada County, CA",California,https://www.nevadacountyca.gov/3455/Library,https://library.mynevadacounty.com/MVC/,VERSO,2015.0,Horizon,2005.0,Dynix,1986.0,None,,,,,,,,,,Xpress Check,,,,,,,,,,,,,,,,,,,,NoveList Select,,,,,,,,,,,,,,109.0,14.0,0.0,0.0,32.0,0.0,0.0,0.0,63.0,47.0,26.0,0.0,8.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Newport Beach Public Library,"Newport Beach, CA",California,https://www.newportbeachlibrary.org/,http://millennium.newport.lib.ca.us/,Symphony,2019.0,Millennium,2007.0,Horizon,2001.0,Dynix,1987.0,,,,,SOPAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,19.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oakland Public Library,"Oakland, CA",California,https://oaklandlibrary.org/,http://catalog.oaklandlibrary.org/,Sierra,2013.0,Millennium,2006.0,Dynix,1989.0,None,,BiblioCore,2020.0,Barcode,,,,,,,,,,,,,,,,,,BiblioWeb,,,,,,,,,,,,,,,,,,,,,,79.0,20.0,4.0,0.0,21.0,0.0,0.0,0.0,34.0,33.0,21.0,0.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0
Oceanside Public Library,"Oceanside, CA",California,https://www.oceansidelibrary.org/home-library,https://oceanside.bibliocommons.com/search?q=title&t=smart&firsttime=true,Sierra,2018.0,Symphony,2000.0,PLUS,1978.0,,,BiblioCore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,14.0,13.0,12.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ontario City Library,"Ontario, CA",California,https://www.ontarioca.gov/Library,http://catalog.ontarioca.gov/polaris/,Polaris,2012.0,Horizon,2001.0,Dynix,1991.0,,,,,RFID,,,,,,,,,,,,,,,,,,,,Bibliotheca,,,,Bibliotheca,,,,,,,,,,,,,,,,103.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,79.0,78.0,64.0,0.0,26.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,8.0,8.0,0.0
OC Public Libraries,"Orange County, CA",California,https://www.ocpl.org/,https://catalog.ocpl.org/client/en_US/default,Symphony,2003.0,Dynix,1993.0,,,,,,,Barcode,,,,CONTENTdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,3.0,2.0,0.0,10.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
Orange Public Library and History Center,"Orange, CA",California,https://www.orangepubliclibrary.org/,https://copl.ent.sirsi.net/client/en_US/default,Symphony,2003.0,INLEX/3000,1989.0,,,,,Enterprise,2020.0,RFID,,,,,,Selfcheck 1000,,,,,,,,,,Flex AMH,,,,Bibliotheca,,,,Bibliotheca,,,,,,,,,,,,,,,,82.0,7.0,0.0,0.0,20.0,0.0,0.0,0.0,55.0,54.0,36.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
Orland Free Library,"Orland, CA",California,https://www.orlandfreelibrary.org/,http://catalog.orland.bywatersolutions.com/cgi-bin/koha/opac-main.pl,Koha -- ByWater Solutions,2011.0,Library.Solution,2006.0,,,,,,,,,,,,,,,,,,,,,,,,,WordPress,,,,,,,,,,,,,,,,,,,,,,19.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oxrd Public Library,"Oxrd, CA",California,https://www.oxrd.org/library/,https://oxpl.ent.sirsi.net/client/en_US/default,Symphony,2021.0,Polaris,2014.0,Symphony,2002.0,Dynix,1989.0,Enterprise,2021.0,,,,,,,,,,,,,,,,,,,,,Bibliotheca,,,,,,Blue Cloud Visibility,,,,,,Blue Cloud Alytics,2021.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
Pacific Grove Public Library,"Pacific Grove, CA",California,https://www.pacificgrovelibrary.org/,https://pals.bywatersolutions.com/,Koha -- ByWater Solutions,2014.0,Millennium,2001.0,Innopac,1994.0,,,,,,,,,,,,,,,,,,,,,,,Drupal,,,,,,,,,,,,,,,,,,,,,,55.0,8.0,0.0,0.0,34.0,0.0,0.0,0.0,13.0,13.0,4.0,0.0,38.0,8.0,0.0,1.0,7.0,0.0,0.0,0.0,22.0,22.0,14.0,0.0
Palm Springs Public Library,"Palm Springs, CA",California,https://www.palmspringsca.gov/government/departments/library,http://palmsprings.polarislibrary.com/Search/default.aspx?ctx=3.1033.0.0.2,Polaris,2009.0,Symphony,2002.0,INLEX/3000,1989.0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,21.0,20.0,15.0,0.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palmdale City Library,"Palmdale, CA",California,https://www.cityofpalmdaleca.gov/318/Palmdale-City-Library,http://palmdale.librarycatalog.info/polaris/default.aspx,Polaris,2013.0,Millennium,2006.0,Dynix,1993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palo Alto City Library,"Palo Alto, CA",California,https://library.cityofpaloalto.org/,https://paloalto.bibliocommons.com/search,Sierra,2015.0,Horizon,2004.0,Dynix,1985.0,,,BiblioCore,2017.0,RFID,,,,CONTENTdm,,3M SelfCheck System Model 8420,,,,,,,,,,EnvisionWare Modular Sorter,,BiblioWeb,,Bibliotheca,,,,,,,,HF,,,,,,,,,,,,86.0,17.0,4.0,0.0,24.0,0.0,0.0,0.0,41.0,33.0,21.0,0.0,74.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,48.0,40.0,28.0,0.0
Palos Verdes Library District,"Palos Verdes, CA",California,https://www.pvld.org/,https://search.pvld.org/,Symphony,2019.0,Millennium,2007.0,Dynix,1996.0,GLIS,1987.0,Enterprise,,,,SOPAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pasade Public Library,"Pasade, CA",California,https://www.cityofpasade.net/library/,https://pasade.ent.sirsi.net/client/en_US/default,Symphony,2020.0,Sierra,2014.0,Horizon,2004.0,Advance,1995.0,Enterprise,2020.0,Barcode,,Encore,2014.0,,,,,,,,,,,GLIS,1981.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paso Robles Library,"Paso Robles, CA",California,https://www.prcity.com/228/Library-Services,http://204.96.225.6/search/,Koha -- ByWater Solutions,2022.0,Polaris,2008.0,Carl.X,2006.0,Millennium,2000.0,Aspen Discovery -- ByWater Solutions,2021.0,,,AquaBrowser Library,,,,,,,,,,,,Dynix,1989.0,,,,,,,,,,,,,,,,,,,,,,,,,106.0,16.0,0.0,0.0,22.0,4.0,0.0,0.0,68.0,48.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Placentia Public Library,"Placentia, CA",California,https://www.placentialibrary.org/,https://pld.ent.sirsi.net/client/en_US/default,Horizon,2001.0,Dynix,1992.0,SCICON,1978.0,,,,,,,AquaBrowser Library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,7.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,12.0,12.0,0.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
Placer County Library,"Placer County, CA",California,https://www.placer.ca.gov/2093/Library,http://placer.polarislibrary.com/polaris/,Polaris,2018.0,Symphony,2003.0,DRA,1995.0,INLEX/3000,1987.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,23.0,1.0,0.0,43.0,0.0,0.0,0.0,117.0,57.0,28.0,0.0,8.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pleasanton Public Library,"Pleasanton, CA",California,https://www.cityofpleasantonca.gov/gov/depts/lib/default.asp,https://pleasantonlibrary.bibliocommons.com/,Sierra,2015.0,Millennium,2001.0,Innopac,1999.0,None,,BiblioCore,2019.0,,,Encore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,33.0,16.0,12.0,0.0,71.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,42.0,34.0,22.0,0.0
Plumas County Library,"Plumas County, CA",California,https://plumascounty.us/546/Library,https://www.plumaslibrary.org/,Koha -- ByWater Solutions,2010.0,Library.Solution,1998.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,9.0,0.0,0.0,19.0,0.0,0.0,0.0,42.0,34.0,17.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
