names,location,candidate_page,electoral_position,electoral_branch,electoral_level,area,election_result,number_of_votes_for_race,number_of_votes_for_candidate,vote_share,campaign_website_url,camp_hand,off_hand,per_hand,party,error-type_link-name,error-type_color-contrast,error-type_label,error-type_region,error-type_heading-order,error-type_landmark-one-main,error-type_skip-link,error-type_aria-allowed-role,error-type_page-has-heading-one,error-type_duplicate-id-active,number_of_pages,number_of_total_errors,number_of_critical_errors,number_of_serious_errors,number_of_moderate_errors,number_of_minor_errors,number_of_words,number_of_unique_words,ease_of_reading,error-type_duplicate-id,error-type_image-alt,error-type_label-title-only,error-type_meta-viewport,error-type_radiogroup,error-type_html-has-lang,error-type_empty-heading,error-type_landmark-no-duplicate-banner,error-type_definition-list,error-type_document-title,error-type_checkboxgroup,error-type_tabindex,error-type_duplicate-id-aria,error-type_frame-title,error-type_aria-required-children,error-type_aria-valid-attr-value,error-type_autocomplete-valid,error-type_button-name,error-type_aria-roles,error-type_bypass,error-type_listitem,error-type_frame-title-unique,error-type_landmark-no-duplicate-contentinfo,error-type_list,error-type_aria-valid-attr,error-type_meta-viewport-large,error-type_landmark-contentinfo-is-top-level,error-type_landmark-banner-is-top-level,error-type_image-redundant-alt,error-type_aria-required-attr,error-type_area-alt,error-type_input-image-alt,error-type_aria-allowed-attr,error-type_marquee,error-type_landmark-main-is-top-level,error-type_meta-refresh,error-type_dlitem,error-type_object-alt,error-type_table-duplicate-name,error-type_aria-required-parent,number_of_total_trackers,behaviour_event_listeners,canvas_fingerprinters,canvas_font_fingerprinters,cookies,fb_pixel_events,key_logging,session_recorders,third_party_trackers
Victor McCraw,"Ada County, Idaho",https://ballotpedia.org/Victor_McCraw,County sheriff,Executive,County,,Lost,"178,503","73,461",0.412,https://mccrawforsheriff.com/,,,,Democratic Party,5.0,14.0,,5.0,4.0,5.0,,,2.0,,5,47,5,24,16,2,1341,462,56.952,1.0,,,5.0,,,1.0,,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,25.0,10.0,5.0,0.0,4.0,0.0,0.0,0.0,6.0
Elizabeth Mahn,"Ada County, Idaho",https://ballotpedia.org/Elizabeth_Mahn,County treasurer,Executive,County,,Won,"124,370","124,370",1.0,https://www.mahnforadacountytreasurer.com/,,,,Republican Party,13.0,,8.0,,,,,8.0,1.0,,8,44,21,14,1,8,955,332,10.49285714,,13.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,12.0
Rod W. Beck,"Ada County, Idaho",https://ballotpedia.org/Rod_W._Beck,County commission,Legislative,County,District 2,Won,"179,098","97,360",0.544,https://rodbeck4idaho.com/,,,,Republican Party,,14.0,,7.0,,7.0,,,6.0,,7,42,7,15,20,0,1563,563,43.515,,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom E. Dayley,"Ada County, Idaho",https://ballotpedia.org/Tom_Dayley,County commission,Legislative,County,District 3,Won,"178,006","92,251",0.518,https://tomdayleyforcommissioner.com/,,,,Republican Party,6.0,22.0,,10.0,2.0,,2.0,19.0,1.0,,11,64,0,28,17,19,5475,965,22.69272727,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,17.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0
Toni Preckwinkle,"Cook County, Illinois",https://ballotpedia.org/Toni_Preckwinkle,Cook County Board President,Executive,County,,Won,"1,308,725","882,698",0.674,https://tonipreckwinkle.org/,,,ToniPreckwinkle,Democratic Party,,4.0,4.0,2.0,,,,,,,2,12,4,4,4,0,234,131,51.68,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,16.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0
Thea Tsatsos,"Cook County, Illinois",https://ballotpedia.org/Thea_Tsatsos,Cook County Board President,Executive,County,,Lost,"1,308,725","41,128",0.031,https://www.thea4boardpresident.com/,,,,Libertarian Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Frederick Kaegi,"Cook County, Illinois",https://ballotpedia.org/Frederick_Kaegi,Cook County Assessor,Executive,County,,Won,"1,291,678","1,063,188",0.823,https://fritzforassessor.com/,fritz4assessor,,,Democratic Party,24.0,114.0,,6.0,,6.0,,,2.0,,6,201,6,139,14,42,1302,556,73.79333333,42.0,,,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nico Tsatsoulis,"Cook County, Illinois",https://ballotpedia.org/Nico_Tsatsoulis,Cook County Assessor,Executive,County,,Lost,"1,291,678","228,425",0.177,https://nicotheassessor.com,NicoTheAssessor,,,Libertarian Party,7.0,15.0,,10.0,1.0,10.0,,,5.0,,10,86,34,24,26,2,7311,1596,44.348,,34.0,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Joseph Schreiner,"Cook County, Illinois",https://ballotpedia.org/Joseph_Schreiner,Cook County Clerk,Executive,County,,Lost,"1,402,463","30,514",0.022,https://www.josephschreiner.org/,,,,Libertarian Party,,,,8.0,4.0,8.0,2.0,,,,8,22,0,0,22,0,11373,2792,33.7575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maria Pappas,"Cook County, Illinois",https://ballotpedia.org/Maria_Pappas,Cook County Treasurer,Executive,County,,Won,"1,409,750","1,063,160",0.754,https://mariapappas.net,,,,Democratic Party,7.0,2.0,1.0,,1.0,,,,,,1,11,1,9,1,0,111,76,42.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,33.0
Brandon Johnson,"Cook County, Illinois",https://ballotpedia.org/Brandon_Johnson_(Illinois),Cook County Board of Commissioners,Legislative,County,,Won,"70,801","65,701",0.928,https://www.brandonforchicago.com/,brandon4chicago,,,Democratic Party,78.0,87.0,,20.0,4.0,,,24.0,2.0,,24,241,2,189,26,24,15101,2808,45.67291667,,,,,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,19.0
Dennis Deer,"Cook County, Illinois",https://ballotpedia.org/Dennis_Deer,Cook County Board of Commissioners,Legislative,County,,Won,"59,762","52,630",0.881,https://www.deerfordistrict2.com/,,,,Democratic Party,169.0,218.0,3.0,,46.0,,,,33.0,,41,501,34,387,79,1,3628,596,51.63536585,1.0,4.0,,,,,,,,,2.0,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,126.0,31.0,1.0,0.0,19.0,0.0,0.0,0.0,75.0
Bill Lowry,"Cook County, Illinois",https://ballotpedia.org/Bill_Lowry,Cook County Board of Commissioners,Legislative,County,,Won,"75,868","75,868",1.0,https://billlowry.com/,,,BillLowryFor3,Democratic Party,193.0,63.0,41.0,42.0,16.0,43.0,,26.0,2.0,,43,475,42,301,104,28,11698,2199,56.03,1.0,,41.0,,,,1.0,1.0,,,,,,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,62.0,9.0,6.0,0.0,6.0,4.0,0.0,0.0,37.0
Monica Gordon,"Cook County, Illinois",https://ballotpedia.org/Monica_Gordon,Cook County Board of Commissioners,Legislative,County,,Won,"67,091","61,648",0.919,https://www.monicaforcookcounty.com/,,,,Democratic Party,,,4.0,1.0,5.0,,,,,,4,10,4,0,6,0,1875,740,-51.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,42.0
Donna Miller,"Cook County, Illinois",https://ballotpedia.org/Donna_Miller,Cook County Board of Commissioners,Legislative,County,,Won,"73,604","49,986",0.679,http://www.godonnago.com/,godonnagoIL,,,Democratic Party,211.0,9.0,7.0,,17.0,,,2.0,3.0,,22,279,32,221,20,6,6164,711,15.83863636,4.0,3.0,,,,,,,,,,,22.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,14.0
Alma Anaya,"Cook County, Illinois",https://ballotpedia.org/Alma_Anaya,Cook County Board of Commissioners,Legislative,County,,Won,"29,480","29,480",1.0,https://www.almaanaya.com/,,,AlmaAnaya7th,Democratic Party,16.0,78.0,1.0,8.0,6.0,8.0,,13.0,6.0,1.0,12,174,27,105,28,14,1793,426,69.64916667,1.0,9.0,,4.0,1.0,7.0,,,,,1.0,,1.0,1.0,,1.0,,,4.0,,,2.0,,,,,,,,5.0,,,,,,,,,,,86.0,17.0,10.0,0.0,22.0,0.0,0.0,0.0,37.0
Maggie Trevor,"Cook County, Illinois",https://ballotpedia.org/Maggie_Trevor,Cook County Board of Commissioners,Legislative,County,,Won,"106,361","53,521",0.503,https://maggietrevor4cook.com/,,,,Democratic Party,,60.0,2.0,,,,,18.0,3.0,,6,83,2,60,3,18,1218,495,40.36166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Podgorski,"Cook County, Illinois",https://ballotpedia.org/Matt_Podgorski,Cook County Board of Commissioners,Legislative,County,,Lost,"106,361","52,840",0.497,https://www.mattpodgorski.com/,MattPodgorski9,,,Republican Party,8.0,416.0,1.0,2.0,35.0,1.0,2.0,36.0,,,61,582,72,428,40,42,11030,1501,64.8047541,1.0,5.0,,29.0,3.0,,5.0,,,,4.0,,1.0,,,,,,29.0,,,4.0,,,,,,,,,,,,,,,,,,,35.0,12.0,1.0,0.0,5.0,0.0,0.0,0.0,17.0
Bridget Gainer,"Cook County, Illinois",https://ballotpedia.org/Bridget_Gainer,Cook County Board of Commissioners,Legislative,County,,Won,"98,115","77,949",0.794,http://www.bridgetgainer.com/,,,BridgetGainer,Democratic Party,172.0,743.0,90.0,59.0,87.0,,,346.0,,,89,1557,93,916,146,402,19657,1444,10.72404494,54.0,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,18.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0
Bridget Degnen,"Cook County, Illinois",https://ballotpedia.org/Bridget_Degnen,Cook County Board of Commissioners,Legislative,County,,Won,"88,448","71,114",0.804,https://www.bridgetdegnen.com,degnenbridget,,,Democratic Party,,18.0,3.0,,2.0,,,4.0,2.0,,4,33,3,22,4,4,817,385,54.8975,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
Xiaoli Hu,"Cook County, Illinois",https://ballotpedia.org/Xiaoli_Hu,Cook County Board of Commissioners,Legislative,County,,Lost,"88,448","17,334",0.196,https://www.votealicehu.com/,,,,Republican Party,,11.0,3.0,2.0,1.0,2.0,,15.0,1.0,,3,43,7,12,6,18,722,309,62.42,3.0,,,,,,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0
Josina Morita,"Cook County, Illinois",https://ballotpedia.org/Josina_Morita,Cook County Board of Commissioners,Legislative,County,,Won,"80,104","63,551",0.793,https://www.josinamorita.com,JosinaMorita,,,Democratic Party,2.0,84.0,21.0,2.0,1.0,1.0,,7.0,2.0,,8,134,21,86,20,7,1612,537,48.81428571,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,14.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
Scott Britton,"Cook County, Illinois",https://ballotpedia.org/Scott_Britton,Cook County Board of Commissioners,Legislative,County,,Won,"103,072","62,438",0.606,https://scottrbritton.com/,,,,Democratic Party,,4.0,,,6.0,,,199.0,,,6,232,9,4,6,213,859,312,48.98666667,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Benton Howser,"Cook County, Illinois",https://ballotpedia.org/Benton_Howser,Cook County Board of Commissioners,Legislative,County,,Lost,"103,072","40,634",0.394,https://bentonforyou.com,,,,Republican Party,5.0,17.0,,10.0,,,,30.0,5.0,,10,68,1,22,15,30,2700,524,56.361,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,20.0
Kevin Morrison,"Cook County, Illinois",https://ballotpedia.org/Kevin_Morrison_(Illinois),Cook County Board of Commissioners,Legislative,County,,Won,"71,329","40,658",0.57,http://kevinbmorrison.com/,Kevin4Cook,,,Democratic Party,5.0,3.0,,1.0,,1.0,,3.0,1.0,,1,14,0,8,3,3,671,222,52.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
Sean Morrison,"Cook County, Illinois",https://ballotpedia.org/Sean_Morrison_(Illinois),Cook County Board of Commissioners,Legislative,County,,Won,"100,159","52,161",0.521,https://www.electseanmorrison.com/,SeanMMorrison,,,Republican Party,25.0,618.0,224.0,54.0,8.0,19.0,,74.0,5.0,100.0,58,2347,477,758,136,976,15186,1920,65.72017241,900.0,1.0,,,2.0,8.0,2.0,50.0,,4.0,,,250.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,139.0,19.0,6.0,0.0,34.0,4.0,0.0,0.0,76.0
Daniel Calandriello,"Cook County, Illinois",https://ballotpedia.org/Daniel_Calandriello,Cook County Board of Commissioners,Legislative,County,,Lost,"100,159","47,998",0.479,https://danforcook.com/,DanForCook,,,Democratic Party,,2.0,,2.0,,2.0,,,1.0,,2,13,1,7,5,0,44,36,80.87,,,,1.0,,1.0,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
George Cardenas,"Cook County, Illinois",https://ballotpedia.org/George_Cardenas,Board of Review Commissioners,Legislative,County,,Won,"85,977","85,977",1.0,https://cardenasforcook.com,Cardenasforcook,aldcardenas,,Democratic Party,49.0,37.0,32.0,8.0,7.0,8.0,,,,,8,165,50,91,23,1,838,275,58.4525,1.0,,,8.0,,,,,,1.0,,,,1.0,,,,10.0,,,,,,,,,,,,,,,,3.0,,,,,,,16.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0
Samantha Steele,"Cook County, Illinois",https://ballotpedia.org/Samantha_Steele,Board of Review Commissioners,Legislative,County,,Won,"269,921","269,921",1.0,https://www.samanthasteele.org/,Steele4BoR,,,Democratic Party,,,,1.0,2.0,,,30.0,,,1,42,1,1,3,37,526,260,33.48,7.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,11.0,2.0,0.0,7.0,0.0,0.0,0.0,13.0
Larry Rogers  Jr.,"Cook County, Illinois",https://ballotpedia.org/Larry_Rogers_Jr.,Board of Review Commissioners,Legislative,County,,Won,"199,946","199,946",1.0,https://www.powerrogers.com/,,,larryrogersjr,Democratic Party,3.0,487.0,220.0,1.0,17.0,1.0,,53423.0,,,261,61502,7060,738,21,53683,307717,12904,47.75572549,,,,,,1.0,,1.0,,,,,,4.0,,1.0,,,,,,,,243.0,6839.0,260.0,,1.0,,,,,,,,,,,,,121.0,26.0,0.0,0.0,25.0,4.0,0.0,0.0,66.0
Mariyana Spyropoulos,"Cook County, Illinois",https://ballotpedia.org/Mariyana_Spyropoulos,Metropolitan Water Reclamation District Commissioner,Legislative,Special District,,Won,"2,926,813","865,103",0.296,https://www.citizensformariyana.com,m_spyropoulos,,,Democratic Party,1.0,42.0,,1.0,1.0,,,,,,2,48,2,43,2,1,1043,471,-72.8,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,69.0,11.0,0.0,0.0,28.0,0.0,0.0,0.0,30.0
Patricia Theresa Flynn,"Cook County, Illinois",https://ballotpedia.org/Patricia_Theresa_Flynn,Metropolitan Water Reclamation District Commissioner,Legislative,Special District,,Won,"2,926,813","766,291",0.262,https://flynnformwrd.com/,,,,Democratic Party,32.0,84.0,9.0,10.0,1.0,,,10.0,7.0,,10,188,29,116,31,12,1970,679,27.057,,20.0,,,,,2.0,3.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Yumeka Brown,"Cook County, Illinois",https://ballotpedia.org/Yumeka_Brown,Metropolitan Water Reclamation District Commissioner,Legislative,Special District,,Won,"2,926,813","710,037",0.243,https://yumeka4water.com/,brownyumeka,,,Democratic Party,,2.0,,4.0,,4.0,,,3.0,,4,15,0,4,11,0,523,248,63.27666667,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
R. Cary Capparelli,"Cook County, Illinois",https://ballotpedia.org/R._Cary_Capparelli,Metropolitan Water Reclamation District Commissioner,Legislative,Special District,,Lost,"2,926,813","365,671",0.125,https://www.rcarycapparelli.com/,,,,Republican Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Daniel Pogorzelski,"Cook County, Illinois",https://ballotpedia.org/Daniel_Pogorzelski,Metropolitan Water Reclamation District Commissioner,Legislative,Special District,,Won,"1,233,961","974,338",0.79,https://gopogomwrd.com,,,,Democratic Party,3.0,,,,,,,1.0,1.0,,1,8,3,3,1,1,183,116,34.33,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Tracie Porter,"Cook County, Illinois",https://ballotpedia.org/Tracie_Porter,Judicial offices,Judicial,County,,Won,"1,027,297","1,027,297",1.0,https://friendsofjudgetracieporter.com/,,,,Democratic Party,,,,,,,,12.0,,,2,16,0,0,0,16,112,41,69.82,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Diana López,"Cook County, Illinois",https://ballotpedia.org/Diana_L%C3%B3pez,Judicial offices,Judicial,County,,Won,"1,028,654","1,028,654",1.0,https://dianalopezforjudge.com/,,,,Democratic Party,,1.0,,1.0,,1.0,,,,,1,3,0,1,2,0,30,27,78.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Nowinski,"Cook County, Illinois",https://ballotpedia.org/Thomas_Nowinski,Judicial offices,Judicial,County,,Won,"1,014,727","1,014,727",1.0,https://www.nowinskiforjudge.com/,,,,Democratic Party,,,,,,1.0,,,1.0,,1,4,0,2,2,0,0,0,206.84,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rena M. Van Tine,"Cook County, Illinois",https://ballotpedia.org/Rena_M._Van_Tine,Judicial offices,Judicial,County,,Won,"1,008,187","1,008,187",1.0,https://www.judgevantine.com/,,,,Democratic Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Michael Weaver,"Cook County, Illinois",https://ballotpedia.org/Michael_Weaver_(Illinois),Judicial offices,Judicial,County,,Won,"1,007,706","1,007,706",1.0,http://michaelweaverforjudge.com/,,,,Democratic Party,,,,,,1.0,,,1.0,,1,3,0,1,2,0,0,0,206.84,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0
Ruth Isabel Gudino,"Cook County, Illinois",https://ballotpedia.org/Ruth_Isabel_Gudino,Judicial offices,Judicial,County,,Won,"1,001,108","1,001,108",1.0,https://community4rig.com/,,,,Democratic Party,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,17,15,63.7,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thomas M. Donnelly,"Cook County, Illinois",https://ballotpedia.org/Thomas_M._Donnelly,Judicial offices,Judicial,County,,Won,"1,009,154","1,009,154",1.0,https://www.electjudgedonnelly.com/,,,,Democratic Party,,52.0,3.0,,2.0,,,11.0,,13.0,11,84,3,68,2,11,1684,457,38.10090909,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,17.0,4.0,0.0,28.0,0.0,0.0,0.0,38.0
Shawnte Raines-Welch,"Cook County, Illinois",https://ballotpedia.org/Shawnte_Raines-Welch,Judicial offices,Judicial,County,,Won,"62,424","62,424",1.0,https://raineswelchforjudge.com,RainesWelch4th,,,Democratic Party,,,,,4.0,,,97.0,,,4,185,67,1,4,113,1106,448,1.235,16.0,67.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,9.0,2.0,0.0,3.0,0.0,0.0,0.0,4.0
David Kelly,"Cook County, Illinois",https://ballotpedia.org/David_Kelly_(Illinois),Judicial offices,Judicial,County,,Won,"45,201","45,201",1.0,https://www.judgedavidkelly.com,dlkelly4judge,,,Democratic Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Timothy Wright,"Cook County, Illinois",https://ballotpedia.org/Timothy_Wright,Judicial offices,Judicial,County,,Won,"45,638","45,638",1.0,https://timothywrightiii4judge.com,,,,Democratic Party,,,,1.0,,1.0,,,,,1,4,1,1,2,0,20,20,85.02,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Charles Beach,"Cook County, Illinois",https://ballotpedia.org/Charles_Beach,Judicial offices,Judicial,County,,Won,"65,996","65,996",1.0,https://judgebeach2022.com/,,,,Democratic Party,,1.0,,1.0,,1.0,,,1.0,,1,5,0,2,3,0,0,0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerrie Maloney Laytin,"Cook County, Illinois",https://ballotpedia.org/Kerrie_Maloney_Laytin,Judicial offices,Judicial,County,,Won,"66,232","66,232",1.0,https://judgemaloneylaytin2022.com/,,,,Democratic Party,2.0,71.0,4.0,5.0,,5.0,,11.0,2.0,,11,104,4,73,12,15,4283,466,37.37,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0
Marcia O'Brien Conway,"Cook County, Illinois",https://ballotpedia.org/Marcia_O'Brien_Conway,Judicial offices,Judicial,County,,Won,"51,554","51,554",1.0,https://www.marciaconway.com/,,,,Democratic Party,42.0,56.0,31.0,18.0,8.0,,,54.0,10.0,,18,279,91,98,36,54,2797,595,19.03777778,,42.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,8.0,4.0,0.0,2.0,4.0,0.0,0.0,20.0
Sanjay Tailor,"Cook County, Illinois",https://ballotpedia.org/Sanjay_Tailor,Judicial offices,Judicial,County,,Won,"82,188","82,188",1.0,https://www.electjudgetailor.com/,,,,Democratic Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Barry Goldberg,"Cook County, Illinois",https://ballotpedia.org/Barry_Goldberg,Judicial offices,Judicial,County,,Won,"82,942","82,942",1.0,https://www.barrygoldbergforjudge.com/,,,,Democratic Party,2.0,4.0,,2.0,,2.0,,,2.0,,2,20,4,10,6,0,246,79,63.43,,4.0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0
Aileen Bhandari,"Cook County, Illinois",https://ballotpedia.org/Aileen_Bhandari,Judicial offices,Judicial,County,,Won,"64,649","64,649",1.0,https://www.aileenbhandari4judge.com/,,,,Democratic Party,4.0,24.0,2.0,20.0,8.0,,,1.0,2.0,,20,96,33,28,30,5,3551,462,51.0295,,,,,,,4.0,,,,1.0,,,,,,,6.0,20.0,,,,,,4.0,,,,,,,,,,,,,,,,71.0,13.0,1.0,0.0,6.0,4.0,0.0,0.0,47.0
Joe Gump,"Cook County, Illinois",https://ballotpedia.org/Joe_Gump,Judicial offices,Judicial,County,,Won,"100,926","56,163",0.556,https://www.joegumpforjudge.com/,JoeGumpforJudge,,,Democratic Party,1.0,2.0,,2.0,,2.0,,,1.0,,2,11,1,5,5,0,33,24,131.04,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,10.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0
Gary Seyring,"Cook County, Illinois",https://ballotpedia.org/Gary_Seyring,Judicial offices,Judicial,County,,Lost,"100,926","44,763",0.444,https://www.seyringforjudge.com/,GarySeyring,,,Republican Party,1.0,2.0,,1.0,,1.0,,,,,1,8,2,4,2,0,60,41,73.68,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Iris Chavira,"Cook County, Illinois",https://ballotpedia.org/Iris_Chavira,Judicial offices,Judicial,County,,Won,"32,269","32,269",1.0,https://irischaviraforjudge.com/,,,,Democratic Party,,,,1.0,,1.0,,,1.0,,1,4,0,1,3,0,31,26,35.64,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernadette Barrett,"Cook County, Illinois",https://ballotpedia.org/Bernadette_Barrett,Judicial offices,Judicial,County,,Won,"84,073","84,073",1.0,https://www.barrettforjudge.com/,,,,Democratic Party,1.0,,,,,,,,,,2,1,0,1,0,0,226,130,-15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,21.0
